vendorProject,product,cwe_primary,year_added,month_added,ransomware_known,cluster,pc1,pc2
Microsoft,.NET Framework,CWE-20,2021,11,0.0,2,-1.7982975790855225,-0.14392238709087635
Zabbix,Frontend,CWE-284,2022,2,0.0,1,0.5662922470701677,-1.2127435106874507
Citrix,StoreFront Server,CWE-611,2021,11,0.0,2,-1.7355945514171496,0.048961575848318506
Jenkins,Jenkins,,2025,10,0.0,0,0.547721009061084,1.842173638592905
Apache,Struts,CWE-20,2021,11,0.0,2,-1.7883180933656753,-0.04580652024653009
VMware Tanzu,Spring Cloud Configuration (Config) Server,CWE-23,2022,3,0.0,1,0.367514421327766,-1.018341646384795
Microsoft,Windows,CWE-59,2022,5,0.0,1,-0.03020844356781688,-0.7533008622499753
Synacor,Zimbra Collaboration Suite (ZCS),CWE-611,2022,1,0.0,1,0.7667425262372957,-1.3953051556412461
Oracle,WebLogic Server,,2024,9,0.0,0,0.20720474709815095,1.1118272552548558
Synacor,Zimbra Collaboration Suite (ZCS),CWE-79,2022,4,0.0,1,0.1827119004211361,-0.8039779482595282
Adobe,Flash Player,,2022,4,0.0,1,0.13165219559339048,-0.9509462220675411
Microsoft,.NET Framework,CWE-91,2021,11,0.0,2,-1.7519227744609076,-0.06477491073684583
JetBrains,TeamCity,CWE-288,2023,10,0.0,2,-0.46823189583481095,0.8880731309778642
Cisco,Secure Firewall Adaptive Security Appliance and Secure Firewall Threat Defense,CWE-862,2025,9,0.0,0,0.7919001840603722,1.6941950793102116
Realtek,AP-Router SDK,CWE-20,2021,11,0.0,2,-1.7842050848377413,-0.03769816359393863
Oracle,WebLogic Server,CWE-78,2024,6,0.0,0,0.8512049450052214,0.6057978588790387
Embedthis,GoAhead,CWE-20,2021,12,0.0,2,-1.9794381077772294,0.15841972753442946
Veeam,Backup & Replication,CWE-306,2023,8,0.0,0,-0.08807904238943304,0.5113286571787516
Veritas,Backup Exec Agent,CWE-287,2023,4,0.0,1,0.7146578560983607,-0.290909544236185
SonicWall,SonicOS,CWE-287,2025,2,0.0,0,2.172489645806328,0.35533903991801186
Microsoft,Windows,CWE-59,2022,3,0.0,1,0.36228443552389245,-1.1464097919175997
Apache,HTTP Server,CWE-416,2021,11,0.0,2,-1.7440044183951213,0.028802225863145292
SonicWall,SonicOS,CWE-284,2024,9,0.0,0,0.25900606209790633,1.2054519984508656
Jenkins,Matrix Project Plugin,,2022,3,0.0,1,0.32320273497863306,-1.0933767612451577
QNAP,Photo Station,CWE-22,2022,6,0.0,1,-0.23034070284143981,-0.4142061761364515
Microsoft,Kerberos Key Distribution Center (KDC),CWE-264,2022,3,0.0,1,0.35123189779978775,-1.1402562708017774
SAP,Multiple Products,CWE-444,2022,8,0.0,2,-0.620081105394638,-0.013132491008722436
Cisco,Secure Firewall Adaptive Security Appliance and Secure Firewall Threat Defense,CWE-120,2025,9,0.0,0,0.7971592934611026,1.6913134799778842
Google,Chrome FreeType,CWE-787,2021,11,0.0,2,-1.7734256586905897,0.039271761404131134
Hitachi Vantara,Pentaho Business Analytics (BA) Server,CWE-647,2025,3,0.0,0,1.972467203430213,0.5467689575381722
Microsoft,Windows,CWE-22,2022,5,0.0,1,-0.0417027456711106,-0.7333583151862753
Microsoft,Partner Center,CWE-269,2025,2,0.0,0,2.1476255506717483,0.24262954094470857
Fortinet,FortiOS,CWE-306,2021,11,0.0,2,-1.7395074020752084,0.06319799626997602
WordPress,File Manager Plugin,CWE-434,2021,11,0.0,2,-1.7379490413969432,0.040340041494204226
Adobe,Flash Player,,2024,9,0.0,0,0.2158340263354558,1.069741048121168
Microsoft,Exchange Server,CWE-918,2021,11,0.0,2,-1.7547513667564605,-0.06581944684233987
Synacor,Zimbra Collaboration Suite (ZCS),CWE-79,2023,7,0.0,0,0.12667959601924145,0.3046429192517324
Schneider Electric,U.motion Builder,CWE-89,2022,4,0.0,1,0.17235246126446352,-0.8121641522313593
Ivanti,Pulse Connect Secure and Pulse Policy Secure,CWE-78,2021,11,0.0,2,-1.715854416448851,0.0569705561839049
Fortra,GoAnywhere MFT,CWE-502,2023,2,0.0,1,1.107107870192594,-0.6729928997547782
Ivanti,Endpoint Manager (EPM),CWE-89,2024,10,0.0,0,0.0742404333800275,1.4212980653577578
Fortra,Cobalt Strike,CWE-20,2023,3,0.0,1,0.8573135658254933,-0.5739660536469775
Adobe,Flash Player,CWE-191,2024,9,0.0,0,0.26235600060021036,1.149964117655447
Microsoft,Open Management Infrastructure (OMI),,2021,11,0.0,2,-1.8014091468530173,-0.14435387484622142
Dell,dbutil Driver,CWE-782,2022,3,0.0,1,0.36957666212799595,-1.0156083904403794
Cleo,Multiple Products,CWE-276,2024,12,0.0,0,-0.3368596260097164,1.818370232344264
QNAP,Network Attached Storage (NAS),CWE-20,2022,5,0.0,1,-0.07189931191517429,-0.7055424416942978
Microsoft,Internet Explorer,CWE-200,2022,5,0.0,1,-0.04200881642625154,-0.750288951719418
Qualcomm,Multiple Chipsets,CWE-390,2021,11,0.0,2,-1.7397665037188346,0.0590212865718186
Palo Alto Networks,Expedition,CWE-306,2024,11,0.0,0,-0.13882636149553063,1.6258123319572384
Microsoft,MSHTML,CWE-22,2021,11,0.0,2,-1.7606869598070969,-0.051069155618856055
Adobe,Reader,CWE-120,2022,3,0.0,1,0.37584760516602883,-1.0511564186650082
Roundcube,Webmail,CWE-80,2024,6,0.0,0,0.8494765749496255,0.623284531345743
SolarWinds,Web Help Desk,CWE-502,2024,8,0.0,0,0.45774718226636396,1.0283897346972721
Mozilla,Firefox,CWE-119,2022,3,0.0,1,0.3705614545743682,-1.072358517938684
Mozilla,Firefox and Thunderbird,CWE-843,2021,11,0.0,2,-1.7364828641507937,0.03403819815280318
Cisco,IOS and IOS XE Software,CWE-119,2022,3,0.0,1,0.37872212113959564,-1.1153690617184084
VMware Tanzu,Spring Cloud,CWE-94,2022,8,0.0,2,-0.6026817647771516,-0.04957275326966598
Apple,"iOS, iPadOS, and macOS",CWE-416,2021,11,0.0,2,-1.7544277155881527,0.034084613589817514
SonicWall,SMA 100 Appliances,CWE-121,2022,1,0.0,1,0.766377811517854,-1.4090228297624252
NUUO,NVRmini2 Devices,CWE-306,2024,12,0.0,0,-0.337809382037335,1.8150296913489572
Cisco,IOS XE Software,CWE-20,2022,3,0.0,1,0.32619213544825326,-1.1277160133093933
Microsoft,Windows,CWE-59,2023,7,0.0,1,0.11000569157614315,0.1587655404274731
Apple,macOS,CWE-862,2021,11,0.0,2,-1.7506333393835822,0.03952780700754077
Microsoft,Windows,CWE-532,2025,3,0.0,0,1.9588289557446417,0.41693569180934165
Microsoft,Office,CWE-20,2022,3,0.0,1,0.3008399646559299,-1.2128163686268998
MikroTik,RouterOS,CWE-22,2021,12,0.0,2,-1.9415216387118943,0.2518018809230158
Adobe,Flash Player,CWE-416,2022,3,0.0,1,0.37053942748538965,-1.0749577593389157
Samba,Samba,CWE-94,2023,3,0.0,1,0.9125015482315406,-0.5123147202355924
SugarCRM,Multiple Products,CWE-20,2023,2,0.0,1,1.0462685131129676,-0.7571311929010782
Rapid7,Velociraptor,CWE-276,2025,10,0.0,0,0.5942535047646833,1.9313398952274436
Microsoft,Defender,CWE-755,2022,12,0.0,2,-1.4160419347185713,0.6509832209656001
McAfee,McAfee Total Protection (MTP),CWE-284,2021,11,0.0,2,-1.735759775871411,0.0419888615150984
Oracle,VirtualBox,CWE-264,2022,3,0.0,1,0.36687931009898483,-1.0471182743407235
OpenBSD,OpenSMTPD,CWE-755,2022,3,0.0,1,0.3688039987580854,-1.0149864146617429
Linux,Kernel,CWE-665,2022,4,0.0,1,0.18339749361700364,-0.8025417820691619
Netwrix,Auditor,CWE-502,2023,7,0.0,0,0.12297073573726139,0.3093472344766947
Cisco,IOS and IOS XE Software,CWE-119,2022,3,0.0,1,0.37872212113959564,-1.1153690617184084
Microsoft,Windows,CWE-416,2025,1,0.0,0,2.3452883694894435,0.016849328744984016
Fortinet,FortiOS and FortiProxy SSL-VPN,CWE-122,2023,6,0.0,1,0.3113951922863534,0.10568457135629446
Apple,Multiple Products,,2023,7,0.0,1,0.05172478480447312,0.22591614491290019
Microsoft,Windows,CWE-1220,2022,2,0.0,1,0.5559121117659179,-1.3380771640898024
Microsoft,Windows,CWE-693,2024,2,0.0,0,1.6242700086296047,-0.295798937068779
Zoho,ManageEngine,CWE-502,2022,9,0.0,2,-0.8097941491573418,0.18136194445528447
ASUS,Routers,CWE-287,2025,6,0.0,0,1.3875112539861558,1.1450465766452949
Google,Chromium V8,CWE-125,2022,6,0.0,1,-0.23870199216525373,-0.41441690797958786
BeyondTrust,Privileged Remote Access (PRA) and Remote Support (RS),CWE-78,2025,1,0.0,0,2.369923595899927,0.15750141681169394
Exim,Exim Internet Mailer,CWE-787,2022,3,0.0,1,0.3462756418503337,-1.0221458320145058
Atlassian,Jira Server and Data Center,CWE-74,2022,3,0.0,1,0.36703866783598776,-1.0121379495768112
Fortinet,FortiOS and FortiProxy,CWE-288,2025,3,0.0,0,1.9752139002593965,0.5515199636963797
GIGABYTE,Multiple Products,,2022,10,0.0,2,-1.0592631862745359,0.29828080662962053
Palo Alto Networks,PAN-OS,CWE-754,2024,12,0.0,0,-0.32729537995185964,1.8084072666235984
Paessler,PRTG Network Monitor,,2025,2,0.0,0,2.1206922419801337,0.2695898361109832
Adobe,Acrobat and Reader,CWE-416,2021,11,0.0,2,-1.737224692040346,-0.00527075839128166
VMware,vRealize Operations Manager API,CWE-918,2022,1,0.0,1,0.7596660728289573,-1.406291343058503
Microsoft,Windows,CWE-416,2025,5,0.0,0,1.5603026113060248,0.8030671880802327
Mitel,MiVoice Connect,CWE-77,2023,2,0.0,1,1.1104204910444433,-0.6880610353441345
Microsoft,Office,,2022,2,0.0,1,0.4970864042017846,-1.409370833460712
PHP,PHP,CWE-20,2022,3,0.0,1,0.3233127341750934,-1.093101744442885
Ivanti,"Connect Secure, Policy Secure, and Neurons",CWE-918,2024,1,0.0,0,1.8375475010486113,-0.3542716192246611
WebRTC,WebRTC,CWE-122,2022,8,0.0,2,-0.6168212298732572,-0.025480339480272007
Adobe,Flash Player,,2022,3,0.0,1,0.32789863513924516,-1.147500686901353
SonicWall,SMA100,CWE-22,2022,3,0.0,1,0.36038414134164104,-1.0005763420056693
Mozilla,"Firefox, Firefox ESR, and Thunderbird",CWE-416,2023,6,0.0,1,0.3067986570964413,0.08673528913904759
Google,Chromium V8,CWE-125,2025,6,0.0,0,1.3594190505417547,1.1424555110498844
WatchGuard,Firebox and XTM,,2022,4,0.0,1,0.12573317824103591,-0.8980346826345444
Microsoft,Windows,CWE-20,2022,6,0.0,1,-0.2767056632929825,-0.6297936936778648
Progress,WhatsUp Gold,CWE-22,2025,3,0.0,0,1.9593551657281418,0.5645323777459625
Trend Micro,Apex One and Worry-Free Business Security,,2023,9,0.0,2,-0.32995055237292004,0.6081890852965154
Microsoft,Windows,CWE-59,2025,2,0.0,0,2.1566519177767556,0.21390816227806053
Microsoft,Windows,CWE-693,2024,8,0.0,0,0.4467913713544767,0.883527851934094
JQuery,JQuery,CWE-79,2025,1,0.0,0,2.366864964314118,0.1567956580556562
Cisco,Adaptive Security Appliance (ASA) and Firepower Threat Defense (FTD),CWE-772,2024,10,0.0,0,0.06527059748774489,1.3701385762585367
Cisco,IOS and IOS XE Software,CWE-20,2022,3,0.0,1,0.32879923292685537,-1.1397726798798784
SAP,NetWeaver,CWE-22,2025,3,0.0,0,1.953816467964288,0.5613639267979271
Mozilla,Firefox and Thunderbird,CWE-20,2022,5,0.0,1,-0.07516686396452094,-0.7035939402121323
QNAP,Photo Station,CWE-863,2022,6,0.0,1,-0.21881046670653953,-0.4211572780924821
Nagios,Nagios XI,CWE-78,2021,11,0.0,2,-1.7251368269960934,0.03721195680760703
Mozilla,Firefox,CWE-416,2024,10,0.0,0,0.054968310358128436,1.389576991318617
Microsoft,Windows,CWE-274,2022,11,0.0,2,-1.2112685305014277,0.4325999604646752
Microsoft,Windows,,2022,3,0.0,1,0.3120336553445815,-1.2194570881793012
VMware,vCenter Server,CWE-250,2024,11,0.0,0,-0.13881904387109256,1.5992495463794438
Cisco,IOS XR,CWE-400,2021,11,0.0,2,-1.7341536003092457,0.005212461074404318
Linux,Kernel,CWE-787,2025,2,0.0,0,2.151913509126364,0.35781745394834163
D-Link,Multiple NAS Devices,CWE-798,2024,4,0.0,0,1.2441177111661423,0.228049747860318
Microsoft,Windows,CWE-287,2024,11,0.0,0,-0.1383059391251541,1.478049846891202
Adobe,Acrobat and Reader,CWE-119,2022,6,0.0,1,-0.2160033842088076,-0.5172249189514858
Microsoft,SMBv1,CWE-20,2022,2,0.0,1,0.501938542678593,-1.3966483666393614
SAP,NetWeaver,CWE-89,2022,6,0.0,1,-0.225032744634042,-0.4140912061790456
Microsoft,Enhanced Cryptographic Provider,,2021,11,0.0,2,-1.7994938763773063,-0.1442292728202128
Microsoft,Enhanced Cryptographic Provider,,2021,11,0.0,2,-1.7994938763773063,-0.1442292728202128
Red Hat,Polkit,CWE-863,2023,5,0.0,1,0.5101291104194097,-0.09500341758473535
Microsoft,MSCOMCTL.OCX,CWE-94,2021,11,0.0,2,-1.7413250438989096,-0.08241415264910645
Microsoft,Windows,CWE-119,2021,11,0.0,2,-1.7407219870451849,-0.14157522435715864
Microsoft,Internet Explorer,CWE-94,2023,3,0.0,1,0.8906713378131018,-0.6349644753616516
Oracle,Java Runtime Environment (JRE),,2022,5,0.0,1,-0.07184029862654778,-0.713939710364046
Craft CMS,Craft CMS,CWE-472,2025,6,0.0,0,1.3845089821841303,1.1398626223772579
Apple,iOS,CWE-787,2022,5,0.0,1,-0.06295529356325796,-0.6258492184732665
Mozilla,Firefox and Thunderbird,CWE-362,2021,11,0.0,2,-1.7400816822337393,0.033831714736425544
NUUO,NVRmini Devices,CWE-78,2024,12,0.0,0,-0.3244370590970459,1.8037904616649998
Mitel,MiVoice Connect,CWE-94,2023,2,0.0,1,1.1138459591406427,-0.7118373585446266
Apple,Multiple Products,CWE-79,2024,11,0.0,0,-0.14852514849323584,1.615739723223901
D-Link,DIR-820 Router,CWE-78,2024,9,0.0,0,0.2695005924481919,1.2117659027139052
Oracle,ADF Faces,CWE-502,2024,9,0.0,0,0.26233442894583625,1.2095079111272367
Google,Chromium,CWE-20,2025,7,0.0,0,1.118232210043644,1.2554393057822222
IETF,HTTP/2,CWE-400,2023,10,0.0,2,-0.4751016331142809,0.8856290859983665
PaperCut,MF/NG,CWE-284,2023,4,0.0,1,0.706685547204493,-0.2953498882623533
Synacor,Zimbra Collaboration Suite (ZCS),CWE-22,2022,8,0.0,2,-0.6155461903363058,-0.00941849156480612
Cisco,IOS XR,CWE-923,2022,5,0.0,1,-0.021831636983048575,-0.6566361179110175
Sophos,SFOS,CWE-89,2021,11,0.0,2,-1.734183350715031,0.046310664406034485
Cisco,IOS software,CWE-399,2022,3,0.0,1,0.37655608661888323,-1.0641287981140173
Dahua,IP Camera Firmware,CWE-287,2024,8,0.0,0,0.4610478558973519,1.019815052135352
TIBCO,JasperReports,CWE-22,2022,12,0.0,2,-1.408887998497606,0.7730110089486422
Microsoft,Edge,CWE-119,2022,3,0.0,1,0.35545539555707084,-1.1752684628805596
Samsung,Mobile Devices,CWE-362,2023,6,0.0,1,0.31065018648756304,0.10377384157340276
Microsoft,Windows,CWE-264,2022,3,0.0,1,0.3579289839136706,-1.16119432473447
Citrix,"Application Delivery Controller (ADC), Gateway, and SD-WAN WANOP Appliance",CWE-284,2021,11,0.0,2,-1.738621578818112,0.04638822363581696
Cisco,IOS,,2023,5,0.0,1,0.46630490232057165,-0.21370443736194558
Fortinet,FortiOS,CWE-178,2021,11,0.0,2,-1.7350192301182952,0.0475900036794209
Microsoft,Windows,,2023,7,0.0,1,0.05975491139683217,0.08571824416577149
Apache,Tomcat,CWE-434,2022,3,0.0,1,0.3667215436053638,-1.022026567372518
Ivanti,Endpoint Manager (EPM),CWE-36,2025,3,0.0,0,1.9858659387202566,0.5598104120685494
Telerik,User Interface (UI) for ASP.NET AJAX,CWE-326,2022,4,0.0,1,0.17288676366355,-0.8216166655847127
SonicWall,SMA1000 Appliances,CWE-502,2025,1,0.0,0,2.3677518884592814,0.1667642008932344
Microsoft,Windows,CWE-822,2024,3,0.0,0,1.4261994017910995,-0.09847434237533581
D-Link,DIR-605 Router,CWE-863,2024,5,0.0,0,1.0499373349774992,0.42720532835628383
IBM,Aspera Faspex,CWE-502,2023,2,0.0,1,1.1018632941286404,-0.6772070066789012
Jenkins,Jenkins Stapler Web Framework,CWE-502,2022,2,0.0,1,0.573057292780419,-1.194530291340116
Adobe,Reader and Acrobat,CWE-94,2022,3,0.0,1,0.3841778335499021,-1.0721813725923335
Ivanti,Endpoint Manager Mobile (EPMM) and MobileIron Core,CWE-287,2024,1,0.0,0,1.8456281831398171,-0.3485657590606587
Apple,Multiple Products,CWE-190,2023,6,0.0,1,0.2971147950917435,0.11092283964009043
Cisco,"Small Business RV160, RV260, RV340, and RV345 Series Routers",CWE-121,2022,3,0.0,1,0.3779532614492531,-1.0524976622266982
Zoho,ManageEngine,CWE-78,2023,3,0.0,1,0.9021803737121866,-0.49087067784034794
Google,Chromium V8,CWE-119,2022,6,0.0,1,-0.24050944738041335,-0.4721400067177725
Atlassian,Crowd and Crowd Data Center,,2021,11,0.0,2,-1.785960850192226,-0.03775376894705984
Adobe,Flash Player and AIR,CWE-190,2022,5,0.0,1,-0.017543596761242952,-0.6541960991892416
Oracle,BI Publisher (Formerly XML Publisher),,2022,3,0.0,1,0.32095896604728397,-1.105436598369156
Google,Chromium V8,CWE-416,2021,11,0.0,2,-1.7617307552119517,0.03981415384243159
Microsoft,Streaming Service,CWE-822,2024,2,0.0,0,1.6164379867674754,-0.27326476226538443
Microsoft,Windows,CWE-20,2021,11,0.0,2,-1.7906448752579252,-0.16597884251862838
Citrix,NetScaler ADC and NetScaler Gateway,CWE-119,2023,10,0.0,2,-0.46857355159616,0.8319924804308672
Intel,"Active Management Technology (AMT), Small Business Technology (SBT), and Standard Manageability",,2022,1,0.0,1,0.7154890676776977,-1.4885960426500116
VMware,vCenter Server,CWE-787,2024,1,0.0,0,1.8006775745413068,-0.37117167493799985
SAP,Solution Manager,CWE-306,2021,11,0.0,2,-1.743490021793119,0.058822327265771635
Adobe,ColdFusion,CWE-264,2022,3,0.0,1,0.37447243246565975,-1.0727004048105355
Apache,Struts,CWE-20,2022,3,0.0,1,0.31436043723683144,-1.099284765907203
Microsoft,Malware Protection Engine,CWE-119,2022,3,0.0,1,0.35526165271110066,-1.1741477053032605
Mozilla,Firefox and Thunderbird,CWE-843,2022,5,0.0,1,-0.026297212639996403,-0.6263311178402455
Google,Chromium V8,CWE-122,2021,11,0.0,2,-1.7609320358220426,0.05098195212766887
Roundcube,Webmail,CWE-79,2023,10,0.0,2,-0.46397932538018266,0.895390166589511
EyesOfNetwork,EyesOfNetwork,CWE-269,2021,11,0.0,2,-1.7378784990299363,0.04124112440120775
Mitel,"MiCollab, MiVoice Business Express",CWE-306,2022,3,0.0,1,0.3687628740154472,-1.0001335490358692
Apple,Multiple Products,CWE-843,2024,1,0.0,0,1.810780087639795,-0.35719034870826205
Atlassian,Confluence Data Center and Server,,2023,10,0.0,2,-0.5229824988519437,0.8050968364400407
Microsoft,Windows,CWE-787,2021,11,0.0,2,-1.7662682208708123,-0.09088827595329763
Microsoft,.NET Core and Visual Studio,,2023,8,0.0,1,-0.14345810074808749,0.30458727905787836
QNAP,Network Attached Storage (NAS),CWE-79,2022,5,0.0,1,-0.0198705012651339,-0.6208941957283696
Samsung,Mobile Devices,CWE-200,2022,11,0.0,2,-1.198883264358194,0.5626752403508088
Arm,Mali Graphics Processing Unit (GPU),CWE-401,2023,4,0.0,1,0.7040902612538006,-0.29791608348393284
Microsoft,Windows,CWE-269,2024,9,0.0,0,0.24691194534116356,1.0772977793672758
PTZOptics,PT30X-SDI/NDI Cameras,CWE-78,2024,11,0.0,0,-0.12793302217021818,1.6082051449929027
Microsoft,Exchange Server,,2024,8,0.0,0,0.38596738123480206,0.8199337314256462
Joomla!,Joomla!,CWE-284,2024,1,0.0,0,1.8287092105529428,-0.3674635462538678
Microsoft,Windows,CWE-416,2023,1,0.0,1,1.2798743410181048,-1.0210656172746642
Microsoft,Windows,CWE-749,2021,11,0.0,2,-1.7448182784147628,-0.08649215379498065
Microsoft,Graphics Device Interface (GDI),,2022,3,0.0,1,0.30547805616427853,-1.1997186681870977
Ignite Realtime,Openfire,CWE-22,2023,8,0.0,0,-0.0882213308870615,0.5037646850372545
SonicWall,SSLVPN SMA100,CWE-89,2021,11,0.0,2,-1.7344796697929032,0.045609962654956315
Google,Chromium V8,CWE-787,2021,11,0.0,2,-1.7799948931709835,0.04236179284532482
Adobe,Acrobat and Reader,CWE-787,2023,9,0.0,2,-0.29758192243632964,0.6420828969636357
Kaseya,Virtual System/Server Administrator (VSA),CWE-522,2021,11,0.0,2,-1.7383345468498144,0.038091918412398784
Microsoft,SharePoint,CWE-94,2025,7,0.0,0,1.176405572675942,1.2119183429254834
Apple,"iOS, iPadOS, and watchOS",CWE-787,2021,11,0.0,2,-1.7724662218072964,0.03690016051654377
Microsoft,Office,CWE-119,2022,3,0.0,1,0.35076285286867015,-1.18841275046543
Apple,Multiple Products,CWE-20,2021,11,0.0,2,-1.7986750018502842,-0.0257809417714997
Cisco,Catalyst 6800 Series Switches,CWE-399,2022,3,0.0,1,0.37561072877405827,-1.0588197537542672
Roundcube,Roundcube Webmail,CWE-552,2021,11,0.0,2,-1.7330375685427777,0.04563580575838311
Microsoft,Exchange Server,,2023,1,0.0,1,1.2269854438201155,-1.0749049954208632
Justice AV Solutions,Viewer ,CWE-506,2024,5,0.0,0,1.0457513504851974,0.4205618432325892
Android,Kernel,CWE-416,2024,8,0.0,0,0.45532665247157617,1.01271489675969
TP-Link,Multiple Routers,CWE-78,2025,9,0.0,0,0.8013531527664018,1.7331489139725789
Microsoft,Exchange Server,CWE-287,2021,11,0.0,2,-1.7466750866840068,-0.060119022722031956
Oracle,WebLogic Server,CWE-502,2021,11,0.0,2,-1.729937166789791,0.04356107032121048
Cisco,IOS Software and Cisco IOS XE Software,CWE-399,2022,3,0.0,1,0.37596653772467337,-1.0609725057437327
VMware Tanzu,Spring Data Commons,CWE-94,2022,3,0.0,1,0.37908525870470716,-1.0332822669110424
Apple,"iOS, iPadOS, and macOS",CWE-787,2023,4,0.0,1,0.666447251745137,-0.3013340552243259
GeoVision,Multiple Devices,CWE-78,2025,5,0.0,0,1.5856367839167524,0.9440281698752258
Teclib,GLPI,CWE-74,2023,3,0.0,1,0.90456478812792,-0.4954154205521377
Microsoft,Win32k,,2022,5,0.0,1,-0.09339126284045834,-0.8209953731516912
Microsoft,SharePoint Server,CWE-94,2024,3,0.0,0,1.429482559624831,-0.09844470455863041
Atlassian,Confluence Data Center and Server,CWE-74,2024,1,0.0,0,1.8251712136904117,-0.36644995478692466
Rejetto,HTTP File Server (HFS),CWE-94,2022,3,0.0,1,0.37956872300970734,-1.0314868957538472
Microsoft,Streaming Service Proxy,CWE-416,2023,9,0.0,2,-0.2971474715068474,0.5739412874973165
ProjectSend,ProjectSend,CWE-287,2024,12,0.0,0,-0.3252969573499931,1.8055869611159767
Apple,macOS,CWE-20,2022,4,0.0,1,0.11124337009480467,-0.8977336801637832
Cisco,Small Business RV320 and RV325 Routers,CWE-284,2021,11,0.0,2,-1.730618154766261,0.008264325635262249
Android,Kernel,CWE-362,2022,5,0.0,1,-0.01871801646676413,-0.6103500323683229
Mozilla,Firefox,CWE-416,2022,3,0.0,1,0.3632793587077724,-1.0242192085377164
Palo Alto Networks,PAN-OS,CWE-306,2025,2,0.0,0,2.162941238266303,0.37441427848990494
Realtek,Jungle Software Development Kit (SDK),CWE-78,2021,12,0.0,2,-1.925267490032192,0.2427574921041039
Citrix,"NetScaler SD-WAN Enterprise, CloudBridge Virtual WAN, and XenMobile Server",CWE-20,2022,3,0.0,1,0.32088414523548625,-1.0885848543375019
Microsoft,Update Notification Manager,,2022,5,0.0,1,-0.08739525564465661,-0.8050907893736596
Microsoft,Windows,CWE-822,2025,10,0.0,0,0.5851813392057863,1.7963643844711732
XStream,XStream,CWE-94,2023,3,0.0,1,0.9125015482315406,-0.5123147202355924
Realtek,SDK,CWE-20,2023,9,0.0,2,-0.3255035374736293,0.6077227514429351
Microsoft,Windows,,2022,3,0.0,1,0.3120336553445815,-1.2194570881793012
Android,Pixel,CWE-200,2024,3,0.0,0,1.4403949201525226,0.022747766441087558
Sophos,XG Firewall,CWE-120,2025,2,0.0,0,2.1680352923605124,0.3461484033651798
Synacor,Zimbra Collaboration Suite (ZCS),CWE-22,2022,10,0.0,2,-1.008039069428015,0.3836904381028181
Google,Chromium V8,CWE-125,2022,6,0.0,1,-0.23870199216525373,-0.41441690797958786
Juniper,ScreenOS,CWE-287,2025,10,0.0,0,0.6003469252163007,1.9365160569774327
Microsoft,Internet Explorer,CWE-399,2025,8,0.0,0,0.9672656812922367,1.391860210837458
Mitel,MiVoice Connect,CWE-20,2022,6,0.0,1,-0.2610036685511847,-0.5061957918084474
Microsoft,Win32k,CWE-787,2021,11,0.0,2,-1.779200259964143,-0.08553549059331189
SonicWall,SonicOS,CWE-120,2022,3,0.0,1,0.37371876110669733,-1.0146790776458703
CrushFTP,CrushFTP,CWE-1336,2024,4,0.0,0,1.2437568805514285,0.22715744939619548
SonicWall,SMA100 Appliances,CWE-78,2025,5,0.0,0,1.5850990477682823,0.9425686046303408
Unraid,Unraid,CWE-287,2021,11,0.0,2,-1.73064735351937,0.04873934570137628
Micro Focus,Micro Focus Access Manager,,2021,11,0.0,2,-1.783950503106282,-0.038546764960976754
Atlassian,Confluence,CWE-798,2022,7,0.0,1,-0.42009031315409096,-0.22178127493231342
Microsoft,Windows,CWE-284,2025,10,0.0,0,0.5835960220046008,1.7936420327732066
Apache,ActiveMQ,CWE-20,2022,2,0.0,1,0.5141963770354191,-1.2949801873769675
Qualcomm,Multiple Chipsets,CWE-863,2025,6,0.0,0,1.3761990383056424,1.1588521778207779
Google,Chromium V8,CWE-843,2025,7,0.0,0,1.1603119188925246,1.334146081355929
Apple,Multiple Products,CWE-362,2021,11,0.0,2,-1.7534041686087054,0.05127539718400942
Microsoft,Windows,CWE-502,2024,8,0.0,0,0.4496874939974221,0.8967274864376107
Wazuh,Wazuh Server,CWE-502,2025,6,0.0,0,1.3860073031057163,1.1523139205268775
Oracle,Solaris,,2022,5,0.0,1,-0.07174784334545953,-0.7119527929126055
Zyxel,DSL CPE Devices,CWE-78,2025,2,0.0,0,2.1757034743479955,0.3549545751989538
Apple,"iOS, iPadOS, and macOS",CWE-20,2023,3,0.0,1,0.8383170369038788,-0.5729790866234687
SAP,NetWeaver,CWE-22,2021,11,0.0,2,-1.746983105345227,0.05796975342912769
Mozilla,Firefox and Thunderbird,CWE-362,2021,11,0.0,2,-1.7400816822337393,0.033831714736425544
Apache,Struts,CWE-502,2021,11,0.0,2,-1.7348460854549,0.04969078418167283
Google,Chromium Network Service,CWE-416,2023,3,0.0,1,0.881670409786973,-0.49830880862075333
Microsoft,Office,CWE-119,2022,6,0.0,1,-0.23797646576889386,-0.5987493559639936
Oracle,Java SE,,2022,3,0.0,1,0.3220120522540247,-1.1117979836271636
VMware,vCenter Server and Cloud Foundation,CWE-20,2022,3,0.0,1,0.3207925003576007,-1.0943410617057698
Google,Chromium Mojo,,2025,3,0.0,0,1.904526330732478,0.46807013186605206
Microsoft,Internet Explorer,,2025,10,0.0,0,0.5252034341907188,1.7172129049054363
D-Link,DWL-2600AP Access Point,CWE-78,2023,6,0.0,1,0.32556343755162287,0.10208783428236724
